the 0th hypergraph
64 170 202 382 
152 342 467 877 
28 41 444 742 
163 194 300 598 
216 713 842 988 
123 283 821 877 
492 529 697 930 
321 897 959 979 
520 547 613 699 
21 336 595 789 
250 378 656 869 
121 142 270 821 
2 349 462 794 
81 242 477 671 
285 363 574 649 
301 524 967 999 
78 354 401 724 
633 667 750 917 
281 421 873 954 
38 316 847 976 
68 451 582 932 
15 140 205 241 
105 478 661 904 
266 338 491 982 
120 125 504 858 
36 96 379 792 
467 732 884 892 
159 396 665 666 
406 735 787 959 
113 344 764 792 
235 733 751 957 
140 467 754 898 
361 574 597 986 
238 267 544 935 
196 445 732 879 
98 379 432 739 
207 259 345 737 
103 157 309 531 
65 399 455 770 
111 268 360 944 
422 556 622 766 
550 578 690 830 
188 361 629 785 
17 83 699 724 
225 525 528 754 
387 396 397 596 
149 385 843 891 
173 635 664 984 
61 533 570 669 
167 209 486 747 
233 758 840 979 
140 262 810 846 
222 253 261 502 
528 586 590 721 
400 412 615 871 
394 725 876 956 
96 369 562 921 
41 570 726 841 
40 373 520 891 
98 245 344 763 
110 267 438 751 
216 518 746 821 
10 594 613 794 
55 535 559 860 
97 804 895 984 
448 729 865 885 
590 618 702 947 
434 448 497 731 
161 410 804 887 
454 459 499 992 
115 368 741 973 
71 142 374 498 
601 622 767 768 
136 277 374 442 
367 925 932 980 
166 296 298 311 
213 471 536 857 
275 427 868 900 
52 130 160 884 
229 348 376 750 
422 667 866 958 
0 185 555 702 
109 403 725 742 
51 398 794 969 
125 144 328 393 
57 104 258 743 
95 225 458 837 
173 788 865 912 
91 101 219 294 
15 67 193 661 
266 338 378 851 
311 558 605 942 
73 540 570 889 
224 444 837 907 
60 390 405 986 
133 140 648 839 
46 72 119 708 
135 738 758 926 
396 668 776 954 
13 150 411 762 
85 697 735 768 
58 243 364 867 
76 302 611 872 
162 312 783 848 
34 99 262 637 
35 49 155 588 
92 143 305 903 
132 322 519 890 
273 289 352 573 
469 532 828 998 
24 72 145 284 
27 671 841 999 
485 599 704 876 
464 615 754 806 
197 533 656 755 
22 322 411 448 
329 487 628 780 
89 368 493 651 
150 228 244 438 
5 106 319 680 
51 288 362 723 
465 577 722 746 
481 647 893 960 
372 751 756 988 
53 407 683 965 
59 253 712 868 
53 179 252 694 
356 434 525 725 
25 229 534 917 
126 686 733 913 
180 316 745 975 
110 142 231 861 
669 872 874 944 
30 215 434 801 
62 296 708 836 
50 75 165 467 
45 262 632 971 
321 390 724 739 
180 498 565 986 
470 728 829 912 
225 262 598 609 
479 527 683 762 
29 93 225 830 
255 349 607 721 
449 556 794 986 
270 417 503 527 
292 309 519 636 
239 301 559 603 
400 603 755 913 
166 239 371 619 
148 546 648 712 
84 104 970 974 
332 464 468 629 
208 292 591 789 
261 360 496 681 
52 487 872 988 
267 380 383 786 
162 645 823 897 
108 127 448 998 
380 470 502 537 
214 227 665 778 
28 174 761 873 
38 274 479 995 
101 245 448 607 
43 125 386 560 
47 121 532 680 
343 404 699 909 
47 430 516 967 
51 430 665 946 
64 460 569 632 
52 240 755 770 
10 291 302 755 
662 824 840 908 
586 736 950 964 
120 807 822 970 
279 396 628 799 
18 451 698 933 
17 257 426 810 
136 228 790 840 
59 648 673 904 
275 335 710 749 
155 384 390 761 
222 373 570 919 
367 652 846 957 
24 261 629 797 
490 657 881 884 
308 384 682 889 
163 541 568 831 
188 294 605 799 
253 266 344 994 
13 121 846 876 
631 663 973 998 
33 322 684 788 
11 136 378 822 
28 363 416 749 
327 364 627 683 
80 219 436 612 
260 449 470 815 
536 741 812 920 
476 579 790 951 
430 541 922 951 
554 590 596 978 
27 140 951 958 
298 484 681 875 
59 250 795 911 
555 825 859 911 
75 159 343 375 
140 268 362 504 
57 250 445 529 
37 299 533 624 
263 540 684 804 
172 467 524 552 
102 365 628 791 
492 510 867 918 
149 428 610 857 
389 414 639 955 
461 619 726 746 
467 537 630 636 
166 223 653 658 
88 397 806 858 
239 464 798 969 
49 619 858 927 
150 724 858 954 
403 614 674 987 
246 695 929 993 
188 333 577 920 
91 261 292 773 
102 142 218 545 
167 281 773 891 
354 506 567 967 
151 503 595 649 
157 520 794 850 
203 347 655 985 
257 526 544 614 
117 412 454 910 
162 400 428 626 
275 495 956 974 
408 427 431 804 
4 279 482 850 
104 127 603 814 
249 398 538 727 
486 747 911 985 
426 761 789 960 
89 228 461 922 
9 492 959 984 
20 473 523 607 
477 669 685 915 
137 358 544 682 
315 353 416 922 
190 333 775 829 
329 367 978 987 
14 199 213 998 
149 283 922 963 
27 559 684 792 
303 509 576 857 
325 379 712 862 
132 191 346 542 
271 350 693 969 
18 479 518 948 
41 192 648 935 
133 227 272 339 
280 458 624 725 
290 768 838 874 
63 186 554 798 
295 599 740 981 
20 193 231 489 
405 802 873 874 
379 540 559 700 
143 698 734 807 
8 442 630 674 
189 610 670 729 
52 369 841 954 
234 572 583 663 
266 332 476 734 
39 723 828 918 
147 390 550 766 
104 448 593 692 
225 865 985 995 
193 346 355 446 
48 621 863 950 
119 383 510 790 
85 189 745 984 
167 418 506 547 
13 451 532 907 
23 359 568 973 
192 385 629 792 
103 339 488 653 
33 41 529 687 
18 160 192 415 
118 679 736 960 
600 630 730 902 
203 407 420 802 
220 286 533 888 
25 643 853 867 
248 437 440 878 
55 545 764 768 
220 492 712 869 
501 615 682 964 
117 162 884 975 
341 365 676 749 
322 387 630 857 
523 533 836 926 
33 513 777 877 
201 586 754 877 
132 633 698 995 
660 823 876 880 
61 590 627 631 
264 391 393 460 
574 717 859 982 
80 152 153 665 
140 624 645 911 
369 517 880 949 
95 318 618 872 
228 494 896 929 
183 186 281 536 
459 677 979 989 
123 168 665 916 
133 248 397 969 
41 42 100 184 
12 68 478 789 
129 534 613 715 
135 338 580 990 
24 86 566 802 
145 553 557 816 
141 383 712 810 
171 622 650 816 
200 544 564 692 
13 352 507 867 
473 494 512 936 
117 156 255 796 
138 607 922 927 
257 339 529 928 
17 579 622 833 
326 553 694 769 
88 109 569 630 
134 312 430 486 
73 255 313 538 
27 568 656 659 
84 522 617 652 
36 247 354 361 
83 134 338 371 
1 194 739 812 
93 603 781 992 
65 88 900 981 
151 395 577 593 
298 506 548 975 
125 155 437 515 
124 154 723 887 
95 506 704 855 
183 284 693 702 
145 791 844 956 
486 554 556 688 
473 495 561 620 
142 386 464 474 
268 464 843 965 
498 603 717 938 
7 363 569 902 
114 242 700 952 
554 616 638 883 
346 379 481 861 
51 358 443 628 
216 256 648 746 
114 122 892 940 
25 473 574 849 
838 870 948 999 
505 599 745 965 
376 421 559 976 
168 513 891 913 
276 413 663 702 
508 550 702 931 
43 400 584 815 
242 541 564 901 
573 773 937 962 
140 549 746 811 
38 258 421 469 
233 286 624 727 
112 192 413 444 
16 179 215 399 
218 811 940 977 
424 495 509 914 
65 335 816 982 
185 420 675 754 
261 460 604 726 
24 257 875 959 
8 742 855 857 
151 677 861 968 
380 693 831 885 
264 388 495 815 
146 163 371 743 
188 345 449 709 
28 288 304 979 
25 458 530 615 
109 247 345 815 
113 293 435 720 
79 309 773 910 
265 342 378 597 
100 369 517 861 
141 465 949 980 
179 313 830 880 
179 638 696 729 
75 263 489 680 
21 312 570 599 
565 616 792 871 
470 614 749 854 
259 378 565 677 
135 145 257 737 
80 114 607 826 
122 169 414 642 
90 549 695 955 
304 470 511 831 
18 574 661 990 
408 417 509 729 
111 643 715 783 
154 269 385 721 
18 267 678 717 
172 523 537 631 
224 329 781 814 
86 196 315 774 
319 748 817 860 
29 612 719 990 
88 224 610 900 
94 512 534 877 
82 733 785 787 
128 230 520 624 
283 764 894 961 
278 729 753 983 
99 386 669 799 
137 572 720 958 
375 446 600 864 
194 236 639 966 
355 462 482 559 
1 411 573 773 
36 323 347 618 
34 179 543 852 
42 710 803 896 
25 242 288 561 
63 403 864 936 
236 255 518 688 
403 600 884 911 
58 97 296 609 
41 116 153 770 
305 385 602 800 
357 576 730 823 
94 461 870 981 
3 163 566 938 
353 488 561 790 
126 555 684 996 
245 505 873 881 
152 320 625 716 
340 431 871 997 
130 167 181 539 
98 472 563 800 
28 541 825 921 
87 140 282 917 
415 617 674 908 
530 590 682 995 
81 683 779 921 
424 493 638 983 
404 459 749 815 
207 344 678 705 
56 111 203 233 
492 618 714 851 
281 644 659 734 
210 484 833 944 
600 696 778 800 
287 339 730 775 
149 207 239 510 
67 353 630 923 
241 362 416 667 
172 336 600 751 
98 264 415 705 
605 618 826 907 
54 165 521 809 
223 252 438 760 
130 514 562 899 
301 462 800 963 
2 511 596 949 
51 779 839 962 
70 239 287 444 
474 586 644 789 
446 461 564 920 
15 24 263 570 
39 52 53 434 
90 220 715 873 
343 707 807 881 
114 217 295 771 
8 46 122 565 
66 504 637 839 
167 356 439 505 
541 600 602 744 
202 266 288 860 
212 259 405 428 
614 712 735 947 
32 237 479 844 
66 351 426 989 
117 301 349 617 
55 195 650 914 
34 45 129 180 
39 405 604 627 
153 192 582 982 
19 402 505 725 
90 130 335 688 
73 335 459 557 
176 622 887 913 
263 391 436 802 
58 186 581 736 
352 707 740 796 
309 426 501 923 
212 398 442 455 
648 725 904 973 
246 279 530 830 
111 560 583 658 
12 278 661 669 
9 183 266 628 
147 274 408 503 
196 267 467 643 
32 133 585 921 
55 690 745 802 
65 85 424 795 
126 463 560 810 
281 545 681 779 
49 608 710 772 
72 199 409 858 
6 438 556 662 
238 464 567 739 
331 536 662 701 
105 155 446 963 
312 534 552 554 
51 462 645 998 
117 179 664 964 
423 754 944 987 
240 326 337 411 
120 276 773 862 
541 677 703 805 
147 387 408 606 
222 501 510 693 
261 313 804 854 
7 43 307 707 
286 379 769 947 
97 111 672 959 
487 518 771 994 
317 442 722 757 
254 393 402 786 
175 519 810 906 
282 446 480 680 
25 181 588 831 
124 408 628 662 
256 554 773 819 
229 233 485 557 
8 114 325 591 
153 198 271 379 
23 499 824 843 
113 195 547 809 
155 565 859 972 
306 421 462 515 
18 223 252 649 
91 173 464 921 
29 187 621 871 
56 149 659 888 
180 463 541 611 
189 432 716 946 
400 700 713 921 
348 574 879 890 
232 441 489 926 
138 408 698 756 
559 597 696 829 
417 494 554 854 
134 219 506 989 
55 354 420 789 
290 323 411 607 
134 389 766 962 
226 375 525 992 
251 353 803 949 
110 229 278 736 
378 489 619 865 
282 319 631 809 
315 391 453 740 
432 492 525 716 
16 91 134 971 
325 641 731 955 
260 317 782 949 
87 240 685 926 
18 516 680 866 
87 202 407 924 
112 146 686 933 
32 41 246 666 
49 75 324 429 
414 515 672 955 
47 471 535 870 
76 265 529 949 
198 664 717 851 
18 358 565 576 
58 289 726 932 
91 405 516 755 
474 511 542 881 
83 89 250 596 
90 127 353 787 
26 69 785 927 
20 311 441 927 
343 465 613 978 
274 389 555 871 
781 833 876 904 
509 625 691 945 
433 444 633 721 
88 415 456 613 
4 149 287 413 
172 222 739 898 
141 306 466 899 
127 154 382 573 
142 182 425 879 
187 225 306 490 
156 667 803 890 
167 482 592 864 
39 117 237 745 
165 321 583 819 
180 391 397 934 
602 621 814 936 
300 426 817 894 
499 567 612 907 
the 32th hypergraph
128 151 748 837 
238 639 782 982 
81 138 546 780 
35 237 286 477 
338 441 692 869 
193 449 983 984 
334 627 854 998 
26 48 330 614 
176 578 691 904 
559 607 683 922 
304 799 906 966 
11 120 834 873 
351 429 751 849 
32 134 346 720 
182 576 663 870 
93 294 428 913 
48 319 800 944 
132 265 854 995 
186 234 349 379 
109 500 586 835 
324 384 536 896 
193 643 685 958 
131 365 587 982 
240 582 945 964 
29 181 479 781 
329 531 730 972 
234 669 768 902 
175 423 432 939 
211 480 483 921 
67 106 140 833 
414 446 617 778 
326 337 524 809 
21 637 797 888 
78 190 951 957 
521 609 801 968 
167 299 549 986 
102 154 640 684 
690 716 847 910 
286 292 499 815 
284 308 792 917 
387 491 675 865 
103 129 738 992 
24 98 684 950 
243 682 854 870 
435 539 802 868 
182 374 711 733 
695 738 920 970 
140 160 210 477 
293 775 924 949 
271 351 647 746 
496 532 613 927 
352 612 837 857 
432 466 900 964 
262 329 345 594 
29 398 637 998 
304 335 530 974 
278 341 661 871 
292 765 773 937 
265 291 343 770 
92 97 456 624 
229 659 848 915 
270 388 644 660 
353 553 827 902 
52 349 471 940 
99 416 592 788 
186 228 286 928 
111 152 390 933 
488 568 598 983 
29 74 98 822 
303 700 765 919 
299 547 656 924 
264 511 794 820 
30 99 416 526 
1 495 534 667 
5 182 331 873 
347 454 697 989 
231 331 555 844 
66 87 191 289 
203 352 424 705 
144 336 486 577 
655 717 748 908 
319 347 442 875 
239 444 701 706 
153 348 751 841 
9 572 639 949 
127 223 363 391 
121 233 245 322 
99 377 439 645 
23 496 577 711 
371 583 858 902 
65 260 384 756 
88 174 862 965 
91 92 397 756 
206 418 538 607 
498 634 767 949 
308 836 852 943 
202 259 496 533 
464 575 701 928 
121 555 682 832 
175 424 548 699 
314 553 622 962 
4 147 488 954 
88 164 726 745 
217 532 691 844 
68 402 654 855 
283 526 598 785 
787 800 848 871 
478 534 829 907 
150 396 492 952 
316 423 435 712 
13 524 779 966 
153 492 636 717 
76 244 357 817 
145 188 342 497 
68 223 592 971 
98 114 349 795 
1 105 571 910 
145 180 659 779 
251 676 691 915 
0 394 759 831 
544 604 729 968 
123 375 432 937 
94 469 479 838 
42 164 364 502 
47 322 678 800 
178 417 444 930 
453 539 691 957 
167 472 652 788 
373 398 501 681 
402 584 713 797 
103 437 469 978 
164 466 617 780 
386 637 781 796 
362 439 613 715 
321 332 373 967 
21 37 943 969 
47 283 298 801 
104 153 292 573 
467 638 796 902 
368 464 538 741 
109 406 547 955 
530 768 847 856 
311 327 641 834 
368 659 779 886 
179 421 492 496 
165 356 784 980 
80 551 621 827 
40 183 662 894 
57 106 153 752 
45 250 560 881 
17 261 927 977 
126 136 226 865 
504 664 778 961 
25 60 260 961 
78 347 665 751 
95 98 615 844 
1 97 323 445 
74 197 290 301 
120 294 454 798 
237 590 915 990 
10 338 629 864 
219 405 421 717 
261 453 599 947 
232 643 756 967 
236 253 519 566 
240 417 671 876 
179 198 338 937 
256 669 763 770 
169 180 190 533 
89 132 416 967 
60 65 351 740 
98 135 181 456 
285 372 818 841 
127 516 767 914 
25 686 734 789 
409 501 640 758 
178 559 847 934 
723 756 875 911 
3 148 437 497 
298 351 466 487 
207 455 520 527 
145 207 277 843 
236 426 467 935 
350 834 929 935 
0 121 210 322 
23 629 642 998 
157 388 407 769 
162 715 813 820 
372 421 664 813 
375 591 679 772 
163 263 572 861 
324 352 483 759 
120 170 363 444 
387 444 459 498 
2 12 169 655 
200 376 391 619 
505 620 854 880 
705 749 956 987 
19 729 920 993 
2 272 509 847 
228 581 645 803 
242 259 610 642 
25 116 392 824 
408 472 698 896 
205 529 682 803 
23 25 295 363 
163 562 863 950 
261 676 877 897 
104 152 191 472 
3 447 878 887 
67 431 756 925 
531 641 706 729 
404 704 766 908 
206 366 443 747 
485 712 928 971 
13 17 899 965 
91 93 576 676 
153 324 648 889 
180 335 555 795 
139 403 424 524 
218 281 811 884 
49 103 482 503 
225 233 384 921 
19 117 195 302 
76 223 665 806 
290 501 728 815 
65 286 349 651 
356 482 879 979 
54 284 552 953 
141 269 543 843 
52 132 307 460 
177 273 526 734 
82 115 623 672 
62 177 818 988 
489 584 704 963 
581 620 921 972 
20 447 830 970 
164 255 264 781 
110 378 514 683 
426 464 508 545 
257 508 540 738 
425 650 773 939 
143 222 575 788 
510 586 762 825 
212 228 572 883 
19 600 837 914 
82 440 721 937 
91 184 353 427 
82 239 622 940 
213 509 564 840 
375 867 951 982 
29 93 393 812 
602 703 807 899 
151 219 348 775 
156 749 770 856 
144 155 597 916 
58 160 176 807 
20 302 683 905 
220 308 507 659 
112 320 622 734 
152 380 513 906 
334 378 624 973 
417 479 666 718 
177 289 428 784 
264 328 348 553 
177 380 828 905 
235 292 421 774 
183 356 426 446 
22 446 688 897 
71 240 411 448 
93 228 531 829 
145 334 458 662 
90 146 334 384 
248 318 539 732 
398 610 867 945 
105 625 712 839 
234 550 557 964 
7 106 656 703 
261 314 405 962 
419 539 762 806 
294 353 678 691 
25 741 868 870 
48 289 496 917 
65 266 493 609 
46 74 80 819 
230 659 681 728 
7 82 211 596 
264 380 735 776 
68 159 255 936 
208 303 321 833 
66 103 356 593 
123 233 281 470 
132 313 566 997 
223 472 797 945 
370 405 440 786 
230 777 870 879 
301 577 590 669 
162 590 603 771 
26 276 519 626 
147 345 372 634 
73 121 364 448 
24 136 400 628 
386 747 893 898 
596 798 816 862 
283 715 747 760 
194 489 638 817 
58 82 392 549 
71 236 324 709 
605 665 945 982 
288 706 716 797 
444 558 828 927 
375 439 710 964 
2 550 865 891 
57 578 643 747 
143 192 333 567 
155 530 651 664 
332 609 690 941 
244 331 409 772 
77 138 301 745 
91 753 779 904 
230 607 861 922 
154 206 292 695 
28 201 431 725 
107 422 712 839 
96 422 721 815 
184 796 964 974 
19 413 590 947 
248 345 971 987 
130 216 245 848 
90 666 707 988 
10 341 771 894 
291 391 450 656 
261 546 788 894 
476 656 661 864 
308 412 413 819 
272 309 385 748 
174 179 228 554 
604 664 731 954 
197 367 826 998 
100 254 427 757 
185 196 285 866 
123 313 466 520 
24 168 474 857 
5 385 721 983 
387 560 711 783 
203 579 700 770 
11 154 226 942 
125 375 639 957 
17 318 485 931 
75 161 288 906 
18 263 599 837 
101 102 124 444 
44 49 143 666 
111 146 171 396 
143 524 536 775 
39 273 464 500 
224 671 711 841 
79 93 635 765 
225 227 775 845 
79 544 729 876 
87 606 733 743 
69 156 177 772 
159 234 374 508 
166 245 407 513 
81 301 504 969 
120 548 774 959 
51 340 672 933 
515 527 709 941 
59 213 280 690 
474 506 839 907 
53 526 886 889 
275 677 868 913 
147 275 407 859 
298 394 573 753 
402 690 699 719 
21 47 69 778 
186 491 496 603 
63 80 371 407 
156 768 778 830 
5 265 345 354 
125 568 585 921 
187 288 566 962 
247 251 718 888 
653 735 761 800 
81 158 395 435 
169 285 577 657 
434 656 713 979 
366 570 850 936 
358 442 538 687 
84 191 221 447 
118 148 291 878 
291 325 840 947 
272 290 482 564 
100 360 518 656 
408 681 708 761 
180 366 609 977 
374 433 508 608 
504 622 674 866 
387 450 807 859 
360 661 861 971 
17 40 96 321 
210 382 420 547 
34 291 545 819 
258 573 656 666 
254 453 516 633 
7 10 688 945 
148 161 171 547 
202 322 371 524 
130 357 815 832 
233 384 640 784 
329 428 574 794 
10 77 321 767 
85 366 669 954 
162 246 387 572 
199 203 466 498 
347 370 879 891 
273 689 822 920 
41 214 322 937 
400 568 571 806 
156 473 933 996 
266 402 645 843 
115 320 668 944 
24 204 265 400 
16 74 426 455 
147 158 394 957 
404 583 670 947 
140 190 337 967 
322 572 707 978 
66 69 307 714 
283 498 928 951 
181 287 756 815 
281 412 599 690 
284 338 592 925 
479 529 624 657 
143 251 467 920 
688 731 880 887 
88 262 368 370 
11 331 438 495 
97 514 775 963 
119 232 535 578 
291 837 988 993 
114 196 490 893 
170 217 430 643 
270 309 485 739 
128 275 736 962 
225 346 790 920 
469 661 920 989 
32 657 688 917 
391 716 740 981 
9 645 695 938 
49 357 425 611 
25 135 157 517 
603 736 784 872 
334 491 544 978 
347 521 860 974 
126 266 836 880 
174 310 683 817 
713 802 824 971 
64 490 609 637 
172 657 843 926 
31 370 780 853 
2 249 433 760 
509 596 624 905 
16 104 429 682 
202 204 258 529 
93 509 840 991 
6 351 446 740 
101 256 482 662 
37 66 188 688 
61 332 592 689 
46 220 301 727 
152 435 646 888 
76 545 672 849 
564 705 791 980 
232 388 595 908 
154 177 888 996 
467 491 798 904 
5 361 592 711 
508 666 883 894 
29 119 139 482 
108 496 725 849 
220 429 433 492 
217 362 693 923 
225 380 464 958 
382 472 606 994 
344 355 471 864 
441 780 894 960 
230 302 455 571 
197 669 851 961 
162 223 504 749 
222 716 760 916 
56 420 569 684 
131 195 272 762 
202 436 647 879 
264 309 461 914 
90 338 410 695 
96 190 238 487 
65 716 785 945 
37 335 777 795 
36 683 691 968 
2 264 807 985 
528 641 802 912 
149 300 497 849 
493 735 743 886 
412 629 863 937 
260 438 988 998 
460 548 716 757 
257 286 440 798 
348 408 423 825 
153 426 673 699 
90 172 410 984 
290 682 731 886 
531 653 659 864 
157 158 164 474 
139 252 537 709 
29 195 243 503 
314 673 757 814 
187 316 618 737 
291 611 801 866 
9 571 630 955 
71 749 875 989 
16 272 287 792 
203 216 256 819 
128 469 747 762 
85 328 362 975 
51 81 429 451 
129 199 732 808 
16 132 455 977 
555 563 677 689 
110 188 247 865 
340 365 400 788 
78 570 641 979 
108 177 273 524 
183 300 583 639 
80 564 617 660 
4 80 129 395 
68 582 795 828 
91 229 578 763 
179 231 894 940 
240 509 792 988 
271 419 813 819 
243 256 516 644 
67 539 639 709 
