the 0th hypergraph
124 488 775 
482 551 598 
345 507 530 
529 594 995 
42 840 956 
39 517 976 
688 796 946 
403 800 831 
119 138 715 
106 428 764 
117 758 935 
146 610 890 
36 131 327 
6 375 880 
231 822 976 
496 627 886 
61 435 552 
582 709 790 
405 486 520 
686 747 777 
173 255 752 
78 555 930 
244 502 844 
502 707 828 
300 435 768 
60 292 521 
210 391 565 
362 831 926 
123 810 913 
60 576 796 
370 494 521 
168 414 970 
134 377 952 
309 531 649 
307 762 928 
595 681 709 
319 661 723 
33 158 326 
162 357 403 
503 556 680 
426 440 733 
107 613 839 
579 611 955 
260 335 944 
401 449 817 
24 144 727 
266 718 830 
52 646 704 
104 883 903 
52 140 403 
100 607 915 
113 389 639 
544 789 993 
65 227 482 
68 823 940 
230 302 406 
187 343 743 
323 405 540 
170 913 931 
724 977 982 
162 399 870 
464 803 852 
84 293 776 
586 610 662 
89 199 694 
107 312 802 
130 208 721 
10 34 684 
327 411 534 
37 260 332 
195 592 753 
190 498 758 
93 473 730 
817 908 954 
148 458 587 
252 577 832 
295 595 956 
80 87 570 
567 803 922 
733 866 878 
75 243 980 
65 341 988 
405 672 752 
12 155 854 
117 141 862 
346 624 644 
107 370 537 
201 394 721 
492 660 768 
312 938 951 
361 557 852 
333 672 973 
88 198 895 
203 698 912 
146 720 747 
38 261 441 
370 380 401 
218 303 434 
72 361 857 
440 713 897 
789 886 913 
85 383 412 
146 405 953 
529 723 994 
199 946 980 
24 392 835 
72 149 899 
244 270 549 
421 764 864 
426 526 987 
168 217 704 
379 677 963 
77 221 608 
678 893 994 
252 657 696 
63 653 960 
273 471 683 
514 552 897 
175 621 887 
792 848 868 
30 485 529 
234 584 627 
147 289 816 
354 494 681 
188 264 466 
22 152 398 
176 289 468 
315 339 910 
224 284 432 
69 247 952 
133 405 752 
232 780 929 
206 353 741 
98 266 953 
830 860 881 
508 761 848 
354 446 846 
399 675 763 
4 361 460 
169 290 658 
460 740 953 
165 440 653 
512 779 957 
67 721 781 
108 539 748 
318 433 810 
33 664 964 
35 904 978 
88 653 784 
10 185 830 
493 521 647 
520 700 863 
21 592 627 
195 624 997 
20 577 839 
369 517 518 
41 159 608 
85 98 525 
155 172 748 
219 502 908 
314 635 878 
227 576 719 
244 524 590 
196 372 561 
359 399 711 
44 360 970 
447 626 730 
183 218 843 
266 482 668 
166 405 572 
160 485 686 
44 249 345 
69 85 95 
360 643 689 
134 428 689 
167 536 859 
18 346 948 
359 797 821 
92 310 741 
409 939 959 
336 816 870 
591 599 717 
45 459 998 
355 372 416 
131 186 672 
57 393 672 
123 521 958 
21 366 616 
490 541 723 
455 642 751 
37 288 872 
389 619 804 
140 235 581 
40 134 407 
126 259 478 
291 714 869 
141 362 807 
191 598 840 
66 175 258 
396 577 628 
21 346 372 
64 150 604 
51 406 623 
823 878 913 
605 804 933 
76 119 285 
579 659 951 
307 491 653 
297 359 800 
127 139 804 
528 576 933 
188 408 471 
345 445 513 
208 811 919 
0 3 702 
579 701 970 
158 424 779 
145 557 884 
487 888 983 
309 665 794 
407 522 634 
330 419 718 
31 114 281 
626 706 890 
14 816 980 
256 775 837 
560 697 782 
131 434 565 
91 510 949 
169 387 519 
180 245 545 
195 626 845 
259 550 686 
52 423 956 
426 479 585 
366 612 895 
337 751 832 
79 680 751 
1 150 992 
329 839 933 
33 286 891 
328 434 826 
103 150 690 
203 427 540 
72 231 793 
440 518 849 
168 616 812 
734 862 933 
482 670 847 
19 56 301 
221 438 763 
67 141 163 
934 979 988 
457 507 842 
466 644 662 
27 970 988 
498 506 554 
208 250 449 
393 794 959 
234 307 819 
254 520 933 
404 428 953 
22 94 144 
152 561 756 
138 444 839 
51 461 609 
381 411 867 
605 608 610 
22 356 446 
59 610 620 
201 427 745 
323 443 862 
283 330 903 
761 821 992 
73 463 864 
386 548 653 
203 473 731 
382 472 938 
391 693 744 
290 467 858 
279 555 859 
7 158 412 
154 607 972 
418 667 775 
358 415 947 
86 96 824 
234 264 569 
154 226 231 
316 497 857 
344 415 857 
10 234 932 
380 872 991 
8 188 924 
557 612 900 
278 286 429 
75 282 966 
341 423 840 
162 729 993 
128 693 934 
143 220 734 
86 257 268 
108 678 882 
21 89 499 
38 684 713 
150 155 156 
231 364 614 
231 770 772 
284 357 880 
323 339 623 
272 839 941 
194 313 790 
104 383 766 
24 574 995 
49 179 780 
23 50 962 
227 430 538 
315 340 971 
657 811 981 
498 561 908 
462 496 878 
289 644 936 
185 287 307 
116 212 337 
533 574 606 
6 13 763 
68 102 986 
89 377 779 
355 637 782 
435 450 562 
347 466 802 
36 73 230 
87 138 826 
364 788 991 
44 620 890 
105 316 979 
30 306 429 
9 275 907 
380 784 804 
4 395 804 
485 517 755 
307 595 894 
261 889 894 
32 132 701 
264 466 999 
122 474 544 
90 199 240 
320 437 450 
353 449 695 
357 608 642 
252 371 608 
348 536 810 
60 264 676 
58 60 275 
540 549 578 
7 137 643 
298 478 529 
79 865 934 
329 484 879 
672 853 877 
395 504 748 
297 464 642 
498 743 837 
21 327 770 
104 631 732 
215 530 548 
50 59 231 
268 343 917 
77 632 742 
342 377 651 
106 179 412 
419 920 978 
154 315 361 
167 204 494 
375 395 884 
12 295 336 
46 455 791 
669 701 926 
123 212 997 
79 149 656 
267 643 714 
193 369 844 
242 558 824 
162 629 786 
156 342 945 
196 538 920 
288 377 867 
531 540 621 
517 947 954 
249 834 969 
370 574 612 
124 265 856 
33 563 812 
8 395 500 
1 50 130 
157 178 304 
113 691 835 
20 87 582 
565 745 942 
207 341 348 
322 413 720 
742 984 985 
736 769 969 
719 754 953 
73 420 668 
227 280 436 
179 412 957 
400 404 914 
417 581 730 
201 546 651 
321 658 759 
173 277 692 
224 438 542 
563 818 876 
44 439 495 
46 128 418 
255 318 504 
351 500 624 
357 614 721 
449 679 787 
42 217 660 
150 430 982 
86 702 778 
38 399 873 
21 335 369 
32 83 171 
210 264 812 
143 818 826 
298 503 813 
554 765 893 
0 204 664 
73 726 789 
60 112 212 
17 376 536 
159 185 316 
104 178 706 
405 477 757 
13 263 505 
108 150 486 
84 306 456 
273 337 847 
39 203 423 
124 430 457 
267 481 548 
461 583 820 
133 421 635 
188 503 994 
554 743 849 
59 855 916 
91 134 661 
840 868 897 
351 382 552 
299 720 854 
72 567 582 
234 288 574 
71 279 396 
8 132 615 
80 435 953 
136 445 554 
100 524 606 
171 219 625 
545 666 701 
1 322 528 
117 122 261 
97 286 354 
16 543 591 
27 160 540 
208 365 951 
393 442 490 
361 544 971 
169 203 279 
56 623 694 
38 605 619 
159 294 937 
57 193 370 
615 756 831 
78 280 689 
458 880 891 
116 225 484 
345 738 745 
506 627 931 
29 77 883 
370 537 839 
208 356 471 
200 425 618 
153 498 502 
377 409 469 
126 134 698 
211 341 749 
270 437 905 
533 651 780 
438 570 965 
8 278 965 
103 275 612 
372 531 742 
20 143 325 
89 497 856 
124 290 307 
349 469 638 
173 780 964 
15 78 562 
261 400 918 
265 374 570 
104 288 307 
267 412 596 
228 405 654 
189 865 870 
809 848 926 
228 250 380 
116 411 561 
325 774 864 
336 663 806 
135 505 654 
138 363 588 
396 445 880 
383 444 774 
136 252 636 
3 384 854 
108 833 855 
417 816 863 
95 808 868 
260 632 832 
326 510 872 
33 853 931 
481 653 896 
304 450 959 
123 602 866 
291 305 511 
319 522 704 
74 424 475 
45 158 956 
171 368 519 
139 368 515 
427 457 593 
223 358 546 
127 153 908 
290 428 672 
117 721 732 
32 73 833 
351 391 802 
115 250 497 
102 478 952 
307 315 999 
364 426 903 
93 226 652 
508 564 714 
328 448 515 
466 720 773 
78 446 547 
217 553 656 
517 679 733 
352 400 553 
371 737 940 
32 209 285 
440 488 846 
388 647 845 
41 195 703 
218 768 833 
137 565 711 
128 137 424 
369 627 848 
58 319 841 
274 327 753 
137 284 488 
561 797 962 
71 248 938 
228 832 985 
45 722 917 
60 231 787 
133 229 436 
206 343 462 
47 557 649 
208 650 931 
52 689 839 
81 400 985 
239 448 739 
99 345 928 
59 546 807 
147 430 928 
508 661 750 
30 424 706 
34 253 556 
71 186 333 
300 969 997 
139 849 887 
161 730 873 
174 364 827 
320 493 973 
292 554 571 
462 533 829 
176 291 875 
193 743 847 
545 893 905 
311 523 855 
538 678 755 
400 594 956 
508 725 796 
9 609 899 
41 376 815 
267 582 690 
135 228 474 
55 199 949 
308 474 615 
260 315 585 
742 877 979 
137 375 521 
162 314 431 
222 441 598 
14 280 802 
322 663 983 
201 304 891 
694 838 843 
22 179 874 
31 438 439 
234 349 504 
40 106 286 
369 417 815 
176 350 933 
373 449 712 
22 43 491 
162 288 906 
448 501 913 
374 382 640 
700 717 777 
258 385 452 
169 363 635 
448 866 892 
529 687 993 
161 502 770 
451 524 760 
80 421 662 
447 790 808 
112 336 813 
10 96 274 
648 924 934 
131 505 922 
455 641 718 
375 495 605 
216 507 518 
324 903 943 
148 773 904 
211 492 869 
343 412 803 
242 936 937 
289 348 545 
587 672 805 
260 691 702 
62 310 418 
215 595 727 
302 585 799 
177 217 840 
52 184 586 
83 205 350 
368 897 905 
16 171 592 
76 327 616 
81 343 685 
371 454 643 
673 885 976 
6 657 775 
654 930 957 
174 591 753 
305 548 819 
224 263 810 
65 700 874 
548 576 756 
98 281 611 
118 628 656 
114 420 977 
687 747 786 
139 300 731 
34 486 550 
110 300 329 
775 781 860 
310 445 450 
719 784 860 
14 189 560 
266 592 609 
401 704 745 
68 178 601 
133 236 943 
219 494 842 
325 563 875 
54 272 441 
176 372 818 
191 554 942 
455 572 786 
67 260 264 
260 687 995 
348 663 931 
21 115 699 
284 535 960 
125 458 622 
246 479 582 
87 318 350 
167 360 492 
96 154 764 
43 95 922 
813 866 878 
66 293 791 
336 651 896 
145 613 995 
241 488 581 
335 450 860 
300 843 884 
712 855 863 
84 87 922 
518 557 807 
124 457 582 
25 74 847 
59 103 267 
19 55 294 
51 63 875 
214 360 969 
193 445 786 
270 308 426 
43 764 984 
127 392 565 
479 491 945 
427 448 576 
458 513 947 
263 495 497 
41 245 333 
47 389 670 
201 216 623 
532 700 800 
373 390 914 
62 663 856 
444 521 666 
240 352 624 
225 414 472 
29 78 948 
231 252 288 
2 236 430 
342 405 479 
14 77 984 
535 906 974 
582 682 830 
431 482 884 
33 36 364 
600 806 958 
119 653 964 
675 870 931 
489 773 828 
271 376 568 
224 406 441 
447 711 814 
333 348 986 
11 143 396 
400 814 966 
195 297 483 
177 442 698 
568 644 658 
361 504 957 
494 800 988 
51 532 721 
286 354 852 
51 587 714 
232 762 781 
207 625 810 
238 360 477 
4 285 367 
564 601 820 
211 378 713 
122 282 610 
487 489 778 
581 601 822 
21 522 793 
86 164 863 
208 409 513 
333 424 720 
231 660 705 
65 700 807 
525 598 864 
198 569 666 
101 547 615 
366 645 794 
283 435 589 
286 662 736 
29 163 272 
6 63 490 
282 500 726 
33 386 676 
227 273 545 
119 237 798 
387 446 529 
57 658 728 
68 285 314 
141 357 582 
102 265 986 
294 765 829 
271 706 784 
230 331 682 
591 650 734 
662 747 831 
19 191 887 
14 362 818 
588 731 763 
166 266 646 
195 424 709 
226 527 988 
355 387 536 
445 874 905 
209 428 702 
218 917 947 
603 685 971 
290 331 674 
107 244 730 
49 273 967 
242 422 444 
123 368 493 
601 719 818 
475 510 981 
248 442 450 
54 377 774 
471 564 628 
514 872 987 
89 240 990 
96 506 599 
1 282 864 
500 830 969 
484 575 963 
156 442 902 
80 129 830 
597 645 773 
75 668 957 
341 433 823 
356 845 991 
318 448 510 
13 214 442 
105 194 997 
211 262 671 
310 531 816 
80 207 945 
458 662 981 
363 470 532 
774 934 987 
31 213 856 
268 390 841 
953 955 960 
196 719 898 
746 841 950 
195 196 202 
64 476 783 
131 312 633 
126 313 541 
193 738 761 
682 766 902 
6 846 968 
378 646 777 
97 208 335 
117 707 750 
267 321 941 
738 944 960 
125 353 495 
265 673 734 
584 787 869 
390 761 996 
139 739 858 
243 257 789 
378 482 749 
8 622 939 
177 348 914 
22 127 232 
323 506 545 
116 357 407 
295 518 594 
100 163 637 
4 320 855 
18 314 373 
53 550 737 
96 639 679 
10 801 944 
729 898 907 
202 239 810 
25 173 666 
392 478 524 
106 120 714 
48 91 685 
304 724 837 
180 660 700 
406 595 784 
342 682 841 
21 42 406 
224 580 877 
126 461 784 
348 413 699 
78 576 771 
180 290 936 
199 385 798 
180 505 682 
32 589 985 
88 268 821 
519 697 765 
93 150 849 
222 243 803 
324 346 643 
450 864 975 
135 690 761 
422 475 751 
208 469 985 
225 661 673 
325 374 606 
192 509 995 
738 963 983 
175 721 960 
513 606 989 
36 52 496 
10 381 817 
63 449 956 
75 860 868 
182 470 833 
176 866 990 
41 97 927 
418 757 856 
585 593 965 
245 487 943 
245 852 944 
293 422 483 
738 767 869 
528 623 759 
63 535 925 
482 655 778 
348 523 631 
566 579 871 
159 335 555 
225 291 703 
343 475 964 
373 829 936 
181 924 955 
196 384 578 
137 321 616 
263 405 839 
122 532 725 
224 394 922 
170 646 672 
642 714 779 
277 358 921 
37 341 716 
33 404 994 
51 480 668 
7 81 271 
675 877 986 
77 272 878 
142 176 732 
365 606 667 
226 392 733 
64 371 793 
82 174 562 
375 874 916 
90 688 893 
176 894 980 
97 136 483 
103 380 483 
35 115 271 
623 642 905 
169 721 776 
47 158 554 
125 326 898 
48 664 956 
97 813 816 
125 289 873 
239 407 769 
470 635 732 
11 86 761 
90 904 923 
228 265 473 
54 475 525 
183 591 601 
423 456 793 
23 50 428 
235 657 915 
54 450 851 
66 530 992 
674 714 755 
369 526 624 
57 388 671 
785 806 946 
120 158 264 
559 689 852 
242 376 790 
13 420 621 
30 337 856 
305 561 816 
74 374 586 
635 742 902 
151 192 535 
273 296 311 
390 410 727 
38 547 653 
24 46 879 
12 272 449 
525 641 719 
391 779 955 
49 381 733 
232 436 667 
47 300 557 
160 420 426 
100 204 448 
706 895 960 
157 454 482 
611 711 902 
168 420 709 
440 514 654 
347 464 864 
231 360 897 
717 781 828 
364 481 879 
250 611 742 
458 641 952 
203 402 560 
196 395 478 
627 718 726 
568 646 937 
77 163 536 
375 393 632 
517 618 676 
209 219 795 
198 216 541 
187 201 750 
580 818 963 
176 317 793 
195 587 755 
250 362 851 
269 548 714 
151 344 688 
510 656 693 
539 857 876 
62 252 901 
44 832 936 
96 144 631 
25 279 286 
44 84 802 
556 571 951 
520 777 836 
10 121 827 
372 538 902 
394 707 766 
113 185 826 
61 284 634 
413 783 919 
339 494 567 
422 946 961 
402 550 552 
90 944 983 
191 346 953 
171 629 981 
406 451 543 
36 348 356 
151 695 830 
721 789 992 
455 489 793 
88 669 991 
35 735 804 
68 903 913 
93 325 432 
48 233 626 
412 688 902 
539 636 767 
381 541 599 
114 379 749 
3 158 277 
187 277 353 
31 96 856 
299 421 899 
240 686 823 
484 533 623 
46 104 959 
52 78 411 
41 469 658 
510 544 579 
131 272 768 
86 530 809 
16 173 315 
133 853 891 
49 427 480 
701 737 995 
372 472 803 
212 407 644 
61 595 683 
520 662 683 
279 603 665 
276 484 876 
302 475 878 
135 300 430 
125 253 521 
780 789 905 
151 342 756 
263 556 587 
565 696 990 
324 414 754 
0 301 930 
258 643 893 
398 437 686 
480 838 990 
455 697 920 
49 172 504 
148 318 643 
613 868 932 
285 786 978 
393 479 688 
290 370 744 
105 243 641 
622 676 701 
203 226 753 
125 645 689 
19 68 914 
246 253 958 
219 282 581 
107 427 527 
421 544 828 
16 415 438 
34 96 535 
660 880 984 
220 851 977 
12 521 898 
296 539 658 
173 588 793 
97 783 839 
186 537 818 
462 746 776 
224 362 769 
379 744 766 
534 564 615 
242 385 530 
795 938 992 
253 532 671 
194 358 648 
184 214 697 
68 294 991 
674 750 797 
116 155 777 
632 673 813 
348 720 761 
40 137 522 
377 733 958 
204 781 783 
184 844 845 
418 460 782 
111 769 779 
92 335 755 
35 254 689 
25 628 982 
17 443 889 
65 149 231 
184 432 831 
546 636 702 
430 872 960 
261 411 678 
125 531 894 
451 643 732 
193 206 413 
312 570 891 
172 699 849 
86 862 968 
40 69 537 
24 615 788 
173 358 931 
216 239 364 
117 308 370 
1 894 962 
104 430 916 
203 412 707 
578 593 599 
7 705 843 
159 185 956 
139 303 420 
133 259 359 
100 964 985 
669 738 835 
214 338 797 
166 224 610 
39 255 437 
127 202 221 
609 637 672 
8 74 87 
469 843 870 
31 336 375 
53 446 481 
222 556 707 
61 424 978 
50 295 630 
124 323 475 
113 386 980 
433 437 513 
181 451 864 
437 729 879 
26 68 628 
144 637 904 
111 827 905 
103 444 786 
215 585 641 
727 766 934 
221 438 743 
354 390 843 
291 587 921 
47 155 408 
108 375 655 
465 474 666 
317 630 725 
34 131 331 
249 318 702 
241 691 815 
388 483 984 
216 375 469 
579 861 965 
249 293 522 
180 901 961 
0 506 958 
331 464 796 
108 767 869 
235 676 807 
710 907 934 
308 880 931 
207 598 822 
611 835 859 
456 562 750 
85 166 388 
386 563 870 
427 505 977 
259 294 640 
109 373 722 
92 450 760 
261 559 592 
367 376 958 
45 350 547 
312 526 597 
139 862 933 
516 693 803 
174 345 815 
168 185 189 
44 825 840 
138 471 669 
6 458 975 
592 601 641 
49 547 910 
131 334 630 
181 431 834 
193 762 970 
656 792 817 
142 598 785 
250 855 958 
142 309 607 
254 579 966 
425 525 649 
175 468 655 
712 735 819 
440 463 467 
188 783 967 
63 287 823 
113 586 732 
656 969 999 
65 193 899 
403 742 800 
467 675 824 
53 96 676 
276 359 856 
109 345 375 
12 840 973 
10 259 545 
453 514 836 
612 614 646 
54 708 911 
241 607 833 
440 464 937 
547 956 992 
576 900 956 
498 598 612 
381 912 935 
412 590 615 
666 758 971 
382 577 909 
205 546 766 
87 743 771 
256 517 815 
160 291 412 
477 561 813 
214 536 879 
95 607 678 
179 550 976 
111 358 994 
229 614 959 
383 458 908 
466 530 952 
27 793 867 
207 563 653 
469 483 630 
248 365 975 
86 418 707 
356 679 884 
328 502 965 
315 538 968 
53 84 705 
563 581 898 
33 43 144 
98 392 731 
70 768 787 
7 16 599 
244 862 892 
47 179 821 
454 770 833 
395 920 957 
148 606 852 
95 556 701 
43 97 499 
26 179 756 
494 618 716 
180 408 791 
159 187 572 
263 490 536 
707 836 979 
333 618 976 
100 183 841 
16 178 535 
224 629 756 
202 299 760 
381 706 978 
92 152 325 
34 528 836 
267 476 619 
80 532 540 
43 259 686 
566 785 919 
212 486 694 
410 739 943 
713 795 959 
277 541 989 
341 456 679 
332 594 602 
306 520 631 
50 373 526 
529 683 723 
66 608 757 
102 434 570 
116 258 492 
230 261 552 
108 850 860 
217 494 508 
228 290 666 
583 746 951 
394 461 851 
264 724 788 
9 459 671 
2 813 890 
742 784 929 
175 759 868 
14 521 867 
73 80 152 
275 417 480 
5 409 488 
378 808 849 
131 422 471 
719 758 876 
437 566 636 
597 725 762 
60 233 410 
7 54 727 
290 673 784 
103 288 980 
118 429 919 
282 341 684 
251 330 335 
255 488 804 
4 63 549 
507 625 691 
708 799 991 
35 801 960 
34 100 901 
277 635 838 
10 706 859 
15 476 940 
11 155 427 
202 397 819 
189 851 880 
213 256 889 
13 544 825 
250 907 965 
450 464 961 
76 223 745 
164 209 248 
430 478 616 
296 535 931 
316 793 955 
63 339 455 
136 307 380 
516 549 788 
356 399 452 
592 602 651 
190 573 632 
677 712 732 
325 386 821 
117 247 583 
3 568 861 
439 465 963 
107 442 913 
329 581 955 
91 802 913 
285 360 453 
211 719 868 
28 112 455 
15 115 379 
92 186 723 
370 483 902 
225 238 969 
30 164 649 
393 426 995 
159 199 736 
593 750 975 
777 960 982 
246 384 753 
222 285 297 
465 644 952 
571 709 969 
29 286 757 
204 684 779 
198 379 691 
228 348 470 
148 360 965 
349 802 822 
51 714 836 
541 732 786 
127 333 695 
139 145 348 
10 196 620 
22 109 487 
310 322 529 
661 884 933 
145 279 417 
177 228 242 
270 823 951 
423 575 601 
55 238 975 
122 452 810 
56 270 462 
50 73 306 
184 569 744 
330 344 352 
212 270 775 
620 659 661 
238 727 953 
532 640 861 
156 395 602 
36 352 884 
316 496 687 
574 754 800 
74 148 361 
147 422 946 
308 508 548 
77 479 990 
50 715 783 
69 319 642 
247 683 917 
200 388 561 
182 599 833 
661 868 943 
246 573 772 
441 589 913 
33 139 625 
855 904 945 
441 484 500 
575 717 775 
58 167 935 
497 558 852 
269 709 877 
688 785 867 
532 553 616 
495 664 882 
165 605 783 
169 236 734 
27 267 764 
82 113 803 
268 419 535 
617 635 879 
262 795 890 
119 565 847 
392 712 774 
584 648 822 
462 504 915 
148 257 736 
168 312 980 
149 397 419 
97 206 813 
97 399 647 
48 113 314 
159 390 762 
344 415 753 
361 845 954 
432 601 727 
147 412 596 
214 424 791 
198 306 824 
60 673 986 
308 372 457 
106 128 747 
52 109 603 
254 357 943 
247 337 541 
0 31 642 
597 642 935 
197 746 952 
379 438 660 
416 627 812 
22 388 945 
147 589 834 
543 843 851 
345 616 691 
156 449 473 
95 217 551 
206 245 637 
207 329 711 
521 690 722 
320 354 619 
356 398 573 
501 602 892 
4 713 807 
327 853 890 
133 522 576 
304 321 743 
571 644 948 
51 377 932 
211 313 367 
497 564 873 
139 229 326 
276 277 839 
308 807 840 
127 183 540 
23 137 863 
96 167 315 
286 435 885 
13 178 355 
228 451 638 
50 453 687 
the 29th hypergraph
305 363 956 
299 350 547 
264 451 918 
106 335 724 
316 665 749 
93 135 956 
397 494 945 
35 330 825 
730 750 867 
715 843 890 
401 794 870 
21 512 730 
120 240 729 
90 228 484 
525 631 847 
111 317 617 
151 262 616 
67 169 760 
100 278 868 
166 215 744 
15 359 575 
68 111 772 
347 369 790 
